"jobs_title","jobs_requirements"
"Informatica Developer - Rocky Hill, CT - 650360","Bachelor's Degree OR High School Diploma/GED with 3+ years of ETL Informatica experience
3+ years of ETL experience with Informatica
3+ years of experience working with the Software Development Life Cycle (SDLC)
3+ years of database experience; Oracle highly preferred"
"Senior UX / UI Designer - Minnetonka, MN - 654734","Bachelor's degree in Interaction Design or other Design related field or equivalent experience
6+ years of UX/UI design/creative development experience
Demonstrated experience in:
Adobe Creative Suite
Use of prototyping tools such as Sketch or Axure or InVision
Responsive Design
UX process/terminology
Outstanding visual design skills with an impressive online portfolio of original web and mobile interfaces
Demonstrated experience in designing entire web portals"
"UX / UI Designer - Minnetonka, MN - 654736","Bachelor's degree in Interaction Design or other Design related field or equivalent experience
4+years of UX/UI design/creative development experience
Demonstrated experience in:
Adobe Creative Suite
Use of prototyping tools such as Sketch or Axure or InVision
Responsive Design
UX process/terminology
Outstanding visual design skills with an impressive online portfolio of original web and mobile interfaces
Demonstrated experience in designing entire web portals"
"Web Service and Integration Developer SCHAUMBURG,, IL or SANTA ANA, CA - 649502","Health care industry experience
Knowledge of Implement best practices/standards on IBM WebSphere and/or JBOSS based runtime environment
Strong working knowledge and prior development experience in the following areas: Java/J2EE, JSP, Servlets, JSF, Ajax, Rational Application Developer 8.x or Eclipse 3.x, OO design, Web Services development and governance lifecycle."
"SQL Healthcare Data Analyst - Eden Prairie, MN or Rocky Hill, CT - 647299","5+ years of Healthcare experience
2+ years of experience writing SQL queries/scripts
2+ years of data analysis experience
2+ years relational database experience
Bachelor's degree or equivalent experience"
"SAS Healthcare Data Analyst - Eden Prairie, MN or Rocky Hill, CT - 646252",""
"ECG (Electronic Communications Gateway) Integrations Project Coordinator - Plymouth, MN - 642528","2+ years project management experience in IT
Demonstrated success leading complex IT related projects
Demonstrated strong teamwork and interpersonal skills
Proficiency in Microsoft Office (Word, Excel, Outlook, PowerPoint, Project and Access
Experience working directly with clients on technology projects
Ability to build and lead small teams, managing resources, cost and timelines effectively"
"IT Database Analyst - Boston, MA - 651055","Bachelor’s Degree in Computer Sciences/Information Management OR High School Diploma/GED with 2+ years of UNIX experience.
2+ years of experience writing both simple and complex SQL queries with knowledge of DDL statements, aggregate and analytic functions, various types of table joins, etc.
Understanding of the Unix operating system and basic Unix
Experience and familiarity with at least one scripting language other than shell scripting. (Python, Ruby, Perl, etc)"
"Oracle SOA Suite and Fusion Middleware Administrator - 654454","5+ years of experience in the IT industry
Experience supporting/maintaining middleware operating systems
4+ years of experience administrating Oracle WebLogic application server in the Unix environment
2+ years of experience installing and integrating Oracle SOA suite and it's components
Recent experience with SOA 11g
2+ years of experience with performance tuning of JVM, EJB's & Data sources
Demonstrated experience supporting J2EE portal based applications
Willingness and ability to provide rotational 24x7 on-call support
Relevant Bachelor's degree or equivalent experiences"
"Sr. Application Developer - (SAS) - CA, MD or Telecommute - 653349","Undergraduate degree
3+ years of experience in full Software Development Life Cycle
3+ years of experience working as a SAS developer
2+ years UNIX / AIX (6.1), SAS Futrix, or OLAP cube design experience
Intermediate level of proficiency working with MS Excel (including formulas, calculations, charts, graphs, etc.)
Ability to work with unstructured data"
"Continuous Delivery Engineer - Raleigh, NC or Eden Prairie, MN - 648931","Undergraduate degree or 4+ years of equivalent experience
4+ years of experience in Continuous Integration application software build discipline
3+ years of experience in Java and .Net based application builds
3+ years of experience working in an enterprise continuous integration environment
Experience leading and/or mentoring application teams in Continuous Integration or Continuous Deployment and Agile source/build/deploy best practices including Test Driven Development (TDD)
Experience utilizing Docker and creating Docker Images
Experience utilizing deployment tools"
"System Administrator - Albany, NY - 644595","2+ years of Linux systems administration, maintenance and security
3+ years of experience in Windows systems administration, maintenance and security
2+ years of general auditing/troubleshooting experience (network, OS, software, hardware, etc.)
Minimum of 1 year of experience with VMWare
Experience with and willingness to support 24x7 production environments"
"IT Project Manager, Optum Technology - Eden Prairie, MN - 642967","5+ years of IT Applications Project Management experience in a large-scale enterprise environment
5+ years of working hands-on with all aspects of the System Development Life Cycle
Experience working on development projects and initiatives
Strong skills with MS-Project
Strong skills with Word and Excel"
"Database Programmer - Boston, MA - 648359","2+ years of working experience as a programmer in a relational database environment
2+ years of strong database programming experience (Oracle, SQL Server) with a thirst for complex challenges
Strong written and verbal communication skills
Data warehousing experience"
"Senior Director IT Quality, Constituent Services - IL or MN - 648703","Undergraduate degree in applicable area of expertise or equivalent experience
15+ years of progressively larger experience in an Analyst, Developer, Support, Six Sigma or Quality Assurance role working on complex software programs
Superior interpersonal skills, able to gain support for initiatives through influence and use of business rationale
Experience in creating and implementing plans to achieve strategic objectives, including integrated test strategies, integrated test data, and environment coordination
Able to obtain results in a globally matrixed environment
Understand complex technical issues and explain them to key stakeholders
Experienced with a variety of technology delivery models: onshore, offshore, insourced, outsourced, and hybrid
Demonstrated understanding of corporate financial disciplines - budgeting, reporting and P&L"
"IT Systems Management Consultant - Eden Prairie, MN - 647000","Undergraduate degree or equivalent experience
3+ years of experience in an IT Desktop Support role troubleshooting technical issues
Advanced understanding of desktop application installation, configuration, and troubleshooting
Proficient with Microsoft Office Suite & Microsoft Outlook
Must be able to work independently and prioritize workload"
"Senior SQL Database Developer - Minnetonka, MN - 641276","4 or more years of SQL Server 2008 (or above) application design and development experience
4 or more years of SSIS, SQL Stored procedures development experience dealing with large volume data processing and analytics
4 or more years of SQL data analysis using SQL Server 2008 (or above) or other compatible DBMS (Oracle, DB2, Teradata)
3 or more years of relational database design and data modeling experience"
"Application Reliability Engineer - Schaumburg, IL - 649684","Bachelor’s degree in Math, Statistics or Computer Science, OR a High School Diploma/GED with 10 years of experience in the IT field
5+ years of experience in IT field"
"Lead Technical/System Analyst (Integrated Apps) - SCHAUMBURG, IL - 649685","Bachelor’s degree in Math, Statistics or Computer Science, or High School Diploma/GED with 10 years of experience
5+ years of experience in IT and over 2 years in health care IT"
"Senior DataStage Developer - Minnetonka, MN - 650989","Bachelor's degree in computer science, business or other relevant degree
4+ years IBM Infosphere DataStage ETL tool (version 7.5.2 or greater)
4+ years of UNIX or Linux development environment experience
2+ years programming languages (shell scripts, PERL, TWS, C++, .NET, or other) experience
4+ years of experience with writing SQL queries and stored procedures with relational databases"
"Senior Data Analyst - Franklin,TN or Frederick, MD - 646225","3+ years of experience in Analytical role using SAS programming experience
2+ years of RDBMS such as MySQL, Oracle, or MS SQL Server
2+ years writing SQL queries against large datasets
2+ years running SAS in a UNIX environment and diagnosing SAS/Unix logs
Understanding of the basic Unix commands, language, utilities and scripting
Experience assessing business requirements documents
Ability to maintain understanding of numerous client processes in a distributed environment
Proficient with Microsoft Excel"
"Senior DataStage Developer - Eden Prairie, MN - 629893","Bachelor's degree in computer science, business or other relevant degree; OR equivalent professional experience
4+ years IBM Infosphere DataStage ETL tool (version 7.5.2 or greater)
4+ years of UNIX or Linux development environment experience
2+ years programming languages (shell scripts, PERL, TWS, C++, .NET, or other) experience
4+ years of experience with writing SQL queries and stored procedures with relational databases"
"Agile Development Director, Military & Veterans - Boston, MA or Hartford, CT - 652426","Bachelor's degree (or equivalent professional experience)
Minimum of 10 years of application development experience
Minimum of 5 years of experience leading and mentoring technical team members on information technology projects
Minimum of 1year of experience leading and managing multiple, geographically dispersed Agile Scrum development scrum teams
United States Citizenship
Ability to obtain favorable adjudication following submission of Department of Defense eQuip Form SF86 (applying for and receiving NAC clearance immediately after hiring is a mandatory requirement)"
"Infrastructure Automation Engineer - Minneapolis, MN - 652229","Extensive programming experience in Python, Perl, Go, or other languages
5+ years of work experience in building automation infrastructure
Good knowledge of Infrastructure components - Compute, Storage and Network
Experience building, shipping, and maintaining high quality software
Experience debugging in Windows and Linux
Working knowledge of QA methodology, testing techniques and approaches
Detail oriented, with strong communication skills
BS/MS in Computer Science or relevant field
Working knowledge in vRealize, Mesos and Cloud environment
Willingness to learn new technologies and methodologies
Worked with various API to build Automation Software, i.e. NetApp, vRealize, NSX, Service NOW"
"Infrastructure Automation Engineer - Minneapolis, MN - 652228","Extensive programming experience in Python, Perl, Go, or other languages
5+ years of work experience in building automation infrastructure
Good knowledge of Infrastructure components - Compute, Storage and Network
Experience building, shipping, and maintaining high quality software
Experience debugging in Windows and Linux
Working knowledge of QA methodology, testing techniques and approaches
Detail oriented, with strong communication skills
BS/MS in Computer Science or relevant field
Working knowledge in vRealize, Mesos and Cloud environment
Willingness to learn new technologies and methodologies
Worked with various API to build Automation Software, i.e. NetApp, vRealize, NSX, Service NOW"
"Senior Data Warehouse Project Manager, State of Illinois - Springfield, IL - 643884","5+ years of experience with managing complex application development projects
5+ years of experience managing projects with 10 or more resources
3+ years of experience managing a contract for a program valued at $5 million in revenue or greater
3+ years of Program Management experience including Hardware, Software, and Services related deliverables
3 years of experience with Medicaid or Healthcare
3+ years of Data Warehousing experience
3+ years of formal personnel management experience of both direct reports and matrixed resources
3+ years of experience managing customer relationships"
"IT Architecture Consultant - Basking Ridge, NJ - 647723","Undergraduate degree or equivalent experience
8+ years of experience in IT Solution Delivery and architecture
8+ years of full-lifecycle application development experience
Deep understanding of industry patterns for application architecture and integration
6+ years of experience in building multi-tier applications using (applicable skill set here such as Java or .NET, this will vary)
Agile development experience"
"Senior Systems Analyst - Eden Prairie, MN - 649724","5+ years of professional experience in Systems Analysis or IT Development
Professional experience working with SQL
Professional experience working with relational databases
Professional experience working with Big Data concepts"
"IT Implementation & Integration Architect - Santa Ana, CA - 641624","Undergraduate degree
5+ years of experience managing and leading Medicaid Eligibility or MMIS systems
10+ years of experience in IT Solution Delivery and architecture
10+ years of full lifecycle application development experience
Deep understanding of industry patterns for application architecture and integration
Strong written and verbal presentation skills; ability to distill complex technology solutions into presentations to clients, stakeholders, leadership
Experience creating complex solutions in support of large Government / Enterprise systems using healthcare interoperability standards: HIPAA EDI X12, HL7
Experience integrating healthcare eligibility, provider, member, claims and clinical systems"
"Sterling Integrator Developer - Schaumburg, IL - 647175",""
"User Experience Consultant - Raleigh, NC - 648616","Bachelor’s degree or equivalent experience
7+ years of experience as a designer and usability practitioner
Proven ability to deliver research and design work on time while working on multiple projects
Experience with web applications required
Preference for commercial software experience
Must have demonstrated experience delivering quality user interface design, including wireframes and specifications
Agile experience
Must have demonstrated experience delivering user research
Must possess strong organizational skills and excellent relationship building skills"
"HEDIS Systems Analyst - Eden Prairie, MN or Raleigh, NC - 653380",""
"Senior Software Engineer - Raleigh, NC or Boston, MA - 647625","6+ years of experience in software engineering, test engineering, or DevOps roles
4+ years working with test automation tools (e.g.: xUnit, SoapUI, JMeter, Fitnesse, Selenium, and HP QTP/UFT) or automating tests through scripting languages (e.g. JavaScript, VBS, Ruby, or Python)
3+ years of experience creating or enhancing test automation frameworks
2+ years of experience working with Continuous Integration tools including source code management platforms, build automation tools
Excellent verbal and written communication skills, ability to present concepts clearly to technical and business audiences"
"HEDIS Systems Analyst - Eden Prairie, MN or Raleigh, NC - 653382","3+ years of experience in information technology or data
Previous HEDIS experience
Proficiency with MS-Access
Proficiency with MS Office"
"Senior Software Engineer - Minnetonka MN - 644541","Expertise with modern programming language(s) in an Agile environment
Experience in Model/View/Controller frameworks
Experience with relational database(s)
BA/BS degree in computer science or equivalent experience
Strong software engineering skills including writing and consuming RESTful resources
Experience working with version control systems; SVN or Git
Experience working in cloud-based technologies"
"Big Data Developer - Eden Prairie, MN - 639693","Minimum of 5+ years of experience with UNIX
Minimum of 2+ years of experience with Big data technologies (HBASE, HIVE, MAPR PIG Splunk, and Talend)
Minimum of 5+ years of experience with Java programs Frameworks in an Agile/Scrum methodology
Bachelor’s degree or equivalent experience in a related field"
"Desktop Support Technician - Boston, MA - 635534","Bachelor's Degree or higher
Centralized workstation management tools (e.g. KACE, Tivoli/Bigfix, SCCM, Spiceworks)
General security concepts (certificates, encryption, VPN)
Collaboration and Issue Tracking tools (notably Atlassian Confluence and JIRA)
End user database connectivity configuration (JDBC, ODBC)
Scripting (Powershell, Bash, Perl, Python)
Automated workstation deployment (imaging, scripting new workstation set ups)
Linux administration"
"Cognos Developer - Boston, MA - 649116","5+ years of Cognos experience with Framework Modeling including DMR, Relational Models, Complex report building using Report Studio, and creating Dashboards
Experience scheduling reports using Cognos
Strong Oracle, SQL skills and experience tuning queries
Working knowledge of data warehouse and business intelligence
Working knowledge of large information technology development projects using methodologies and standards
Excellent verbal, written and interpersonal communication skills, demonstrating the ability to communicate information technology concepts to non-technology personnel
Strong analytical, problem solving and decision making skills"
"Database / Grid Administrator - 652018","Undergraduate degree or equivalent experience
5+ years of relational database experience in a complex, enterprise environment
5+ years of Database Administration experience with the knowledge and ability to perform in all of the basic database management skills of database administration
5+ years of experience working with Application and/or System Database Administrators and development teams"
"Oracle PL/SQL Application Developer - Phoenix, AZ - 652664","Experience with testing
Java Development Experience
Experience with XML
Experience with UNIX
Experience with Healthcare
Experience with a Scripting Language (such as Korn Shell, Perl, etc.)
Experience with Technical Documentation
Experience with HIPAA"
"Agile Scrum Master - Boston, MA - 652561","Scrum Master certification
Minimum of 2 years of professional experience as a Scrum Master
Minimum of 1 year of experience leading 2 or more Scrum teams
Minimum of 3 years of experience in a software development environment
Minimum of 1 year of experience with Rally or similar tool
Bachelor’s degree (or equivalent professional experience)"
"Oracle PL/SQL Application Developer - Phoenix, AZ - 652708","High School Diploma/GED
2+ years of PL/SQL Development experience
Previous experience with an SDLC Methodology"
"SAS Application Developer - multiple locations - 642228","5+ years SAS experience
3+ years Healthcare Data Experience
1+ years UNIX/Shell Scripting experience
2+ years of Relational Database experience – Oracle
Locations available: Eden Prairie/Twin Cities, MN; Basking Ridge, NJ; Rocky Hill, CT"
"Lead Java Developer - Raleigh NC, Minnetonka MN, Cypress CA - 650843","5+ years of Java experience
2+ years of developing services in an enterprise setting
2+ years of experience as a lead developer
Experience in building design patterns and software engineering best practices
Experience with XML/JSON and developing SOAP and REST services
Experience with automated unit testing technologies (Such as JUnit, Spock, or similar)
Experience in SQL, relational database modeling and design"
"Big Data Developers - Minnetonka, MN - 646300","Minimum of 8 + years of experience in big development initiatives.
3+ years of experience in developing distributed computing systems applications using Hadoop, MapR, Hbase, Hive , Java/MapReduce, Spark, Scala, Storm,Kafka,Flume,Sqoop, Datasynapse, Pig, Cloudera & Hortonworks
3+ years of experience in developing high volume Java, J2EE & Database applications
3+ years of experience in developing Talend Jobs in Bigdata Platform to create complex file formats such as xml documents.
2+ years of experience building XML documents.
Bachelors degree (or higher) is required"
"Application Development Lead - Santa Ana, CA - 650986","Bachelor’s degree or equivalent experience
Strong understanding on all components involved in Member Enrollment/ Eligibility process
5+ years experience in Software Development Methodologies
Experience in Agile development and unit testing
Experience in collaborating with Technology Product management and QA teams
Willingness and ability to travel up to 25% as required"
"Data Architect - Eden Prairie, MN - 651818",""
"Director of HEDIS Delivery - MN, CT or NJ - 642722","Bachelor's degree or equivalent experience
5+ years of experience focused on HEDIS reporting (Administrative and Supplemental data)
Experience successfully executing the annual HEDIS process and complying and submitting HEDIS measures to the NCQA
2 or more years of management experience leading a team of direct reports
Must have excellent communication skills, exhibiting an executive presence to internal and external leaders
Must be able to work in one of the following offices: Minnetonka, Rocky Hill or Basking Ridge"
"IT Systems Analyst Consultant / Facets - Phoenix, AZ - 650466","2+ years of Experience with Medicaid/Medicare Payment-Reimbursement.
Knowledge and Work experience in Finance/Accounting module in Facets
Knowledge in Payment processing, Remittance Advice, EFT, 835, Overpayment and Recovery
Accounting/Capitation data model knowledge
Experience with claims payment processing
Experience with finance reconciliation"
"Big Data Development Manager - Boston, MA - 651693","Bachelor's degree (or equivalent professional experience)
7 or more years of application development experience
3 or more years of experience leading and mentoring technical team members on information technology projects
2 or more years of experience leading Hadoop Big Data development projects
United States Citizenship
Ability to obtain favorable adjudication following submission of Department of Defense eQuip Form SF86 (applying for and receiving NAC clearance immediately after hiring is a mandatory requirement)"
"Software Engineer - Rocky Hill, CT - 650440","Undergraduate degree or equivalent experience
3+ years of C#, .Net Technology Stack development
3+ years of experience as a Software Engineer or a similar role"
"Chief Architect - Eden Prairie, MN - 651603",""
"Senior Data Scientist - Boston, MA - 644893","10+ years of Statistical analysis, quantitative analytics, and/or forecasting/predicting analytics, inclusive of academic experience
10+ years of experience with SAS, SPSS, R, and/or STATA (any combination), inclusive of academic experience
1+ years of experience doing clinical research with clinical data or clinical claims data"
"Sr Software Engineer - Rocky Hill, CT - 650439","10 + years in the software engineering profession
6+ years of C#, .Net Technology Stack development
Demonstrated success designing and building high-quality commercial software applications
Proven experience delivering software using an Agile/Scrum methodology
Expertise across the entire SLDC
Relevant Bachelor's degree or equivalent work experience in a related field"
"Java Production Support Systems Analyst –Basking Ridge, NJ - 652575","Bachelor’s Degree OR High School Diploma/GED with 3 years of Java, .Net, UNIX Scripting and Oracle
3+ years of experience in each area of Java, .Net, UNIX Scripting and Oracle
3+ years of experience in Operations and Maintenance preferably using ITIL methodology
Must be willing to be on-call depending on business need 24x7x365"
"Research Linguist III (NLP) - San Diego, CA - 652772","Advanced Degree in Linguistics, Cognitive Science, or a Linguistics-related discipline
Experience with Drools.
Knowledge and experience with NLP algorithms and/or direct NLP Programming Development experience."
"Software Engineer Consultant - Atlanta, GA - 642019","7 + years in the software engineering profession
5 + years front and backend automation
3+ years mentoring junior team members
7+ years of Coding experience using one of the following C+, Java, or Ruby
Hands on experience transforming a manual test team into an automation team
Demonstrated success designing and building high-quality commercial software applications
Proven experience delivering software using an Agile/Scrum methodology
Expertise across the entire SLDC
Relevant Bachelor's degree or equivalent work experience in a related field"
"Senior Enterprise Infrastructure Architect - MN, TX,GA, NJ, MA, NC - 651280","8+ years of overall IT experience
5+ years of focused experience in a technical infrastructure discipline (ie, DBA, System Administrator, etc.)
4+ years of experience in a technical solution architecture role designing/evaluating architecture involving three or more of the following technologies or disciplines: Relational Databases, Distributed operating systems, Java or Windows.net applications, Cloud infrastructure, Virtualization technology (VMWare, etc.), Middleware (ie, JBoss, Websphere or .net applications), Virtual Call Center"
"IT Manager, Enterprise Architecture and Information Management - Locations IN, CT, MN, NJ or WI - 634484","Undergraduate degree or equivalent
Prior experience serving as an IT manager of an organization of 10+ employees
3 or more years experience leading architects, information management professionals, and/or senior technical professionals
Proven track record (statistically and/or through references) of high employee morale/engagement, and a commitment to values-based leadership.
Experience mentoring and coaching individuals and teams including remote, off-shore and vendor resources
Experience managing department and/or project budgets of $1M or more
Leadership experience in a healthcare related enterprise
Demonstrated success with Software Development Lifecycle, including Agile
Experience working with, facilitating, and/or presenting to senior or executive-level management
Experience managing large, complex onshore/offshore vendors
Must have proven track record of translating business requirements into technical solutions"
"IT Database Analyst - Plymouth, MN - 648033","Bachelor's Degree or High School Diploma/ GED with 4+ years expereince in an IT Database environment.
4+ years of MS SQL Server knowledge/experience
Broad knowledge of relational database technologies
The ability to work full time schedule including nights and weekends"
"AOC Manager - San Diego, CA or Atlanta, GA - 644094","2+ years of Experience managing a technical team of 4 or more including scheduling, timekeeping, personnel development, ticketing system, and knowledge management
2+ years of Experience with healthcare IT
2+ years of Experience managing projects utilizing three or more of these technologies; Windows 2008-2012; SQL2012, IIS7, .NET4X, JAVA/JBOSS, Cloverleaf
2+ years of Experience working within a highly regulated, audited change controlled environment"
"FACETS IT Systems Analyst - New Jersey or Minnesota - 648236","Bachelor's Degree or equivalent work experience
3+ years of experience in Systems Analysis or IT Development
3+ years of experience in all phases of Software Development Life Cycle (SDLC) /System Development Life Cycle
3+ years of experience translating business requirements into a detailed system specification
3+ years of experience with Relational Databases and SQL
Past experience working with FACETS
Knowledge of claim processing
Experience creating test plans/test cases and with test execution
Proficiency with Microsoft Word, Excel, Visio"
"IT Data Analyst Lead - Boston, MA - 646296","Bachelor's Degree or equivalent work experience
3+ years of experience in IT Analysis or Development
3+ years of experience in Agile, Iterative or other Software Development Life Cycles
3+ years of experience translating business requirements into a detailed system specification
3+ years of experience in data analysis and mapping
3+ years of Relational Database experience
Proficiency with MS Project, Word, Excel, Visio, PowerPoint
Ability to obtain security clearance through a National Agency Check (NAC)"
"Java Technical Lead - hands-on role - Multiple Locations - 651283","8+ years of overall technical experience
4+ years of Java EE experience, building multi-tier applications
Current hands on experience as a Technical Lead or Solutions Architect
Experience evaluating tools and technologies for possible implementation
Wide technical expertise in multiple disciplines such as system integration, data analytics, infrastructure application, security, program design, cloud initiatives etc."
"Agile Product Owner - Multiple Locations - 648961","Agile mindset
Understanding of change management
Ability to inspect and adapt based on customer feedback
Demonstrated ability to communicate succinctly and professionally with all levels of the organization
Ability to collaborate with other scrum team product owners and stakeholders
Technical writing ability
User story writing ability
Process backlog grooming skills
Analytical and decision making skills
Requirements gathering skills"
"Sr. Director of Product Implementation - Eden Prairie, MN - 650216","Undergraduate degree or equivalent experience
10+ years of success operating in a leadership role within large, global, matrixed, complex organizations
Demonstrated leadership ability, including building and driving high performance technology teams of 100+ people
Management of a $20+M budget
Proven experience delivering high quality technology solutions on time and on budge
Track record of building and maintaining long-term working relationships
Ability to build the right team, focus people and model/demand integrity
Exceptional communication skills and the demonstrable ability to communicate appropriately at all levels of the organization (this includes written and verbal -communications as well as visualizations)
Demonstrated experience managing organizational growth and change
Results-oriented individual with strong coaching, decision making, influencing, mentoring, negotiation, problem solving and situational analysis skills
Willingness and ability to travel up to 75% of the time if required"
"Senior Director of UnitedHealthcare IS Finance Domain - 648076","Ensure the UHC Finance Domain strategies, solutions and roadmaps support the distinct needs of each line of business served by the UHC Finance Domain area, and integrate with those business strategies, plans and road maps.
Ensure alignment with other UHC Finance Domain functions. Integrate these plans into the broader UHC enterprise view.
Drive the technology ideation, market research, competitive analysis and innovation agenda in support of the UHC Finance Domain function. Provide this to each line of business for the functional area supported.
Assess evolving technology trends and anticipate changes in direction that necessitate rapid modifications to the UHC Finance Domain roadmap to effectively manage risks, opportunities and priorities.
Lead the UHC Finance Domain architectural activities necessary to ensure the future viability, configurability, and positioning of new technology capabilities in a manner that is consistent and supports the direction and evolving standards of technology, such as the Optum Cloud platform.
Assess external commercial technology products (including existing and future Optum product offerings) in the formation of the multi-year technology strategy and determine which products and services may need to be contemplated in the end-to-end solution of the UHC Finance Domain.
Identify third-party technology partnering opportunities that further advance UHC’s interest in the Finance Domain solution and ensure UnitedHealth Group’s intellectual property is preserved."
"Manager, IT Systems Analyst (Facets) - Multiple Locations - 648865","Knowledge of government programs Medicaid and Medicare
5+ years of Relational Database experience
5 + years of healthcare insurance industry experiences, with knowledge of government run programs"
"Data Warehouse Analyst - Minnetonka, MN - 646282","2 or more years of Data Analysis
1 or more years of SQL
1 or more years of TOAD or similar database management tool
2 or more years of experience working with relational databases
2 or more years’ experience reading and / or creating Entity Relational diagrams,
2 or more years of experience with Logical / Physical Data Models, Data Flow diagrams."
"EPM / EHR Application Specialist - Irvine, CA - 625663","2+ years of professional experience working in a healthcare environment
2+ years of professional experience working in an EPM or EHR implementation role
2+ years of professional experience with electronic physician’s office billing systems
2+ years of professional experience creating training plans and providing training for adult learners
1+ year of professional experience working in an EPM / EHR troubleshooting role
Maintain a current, valid California Driver’s License and maintain reliable transportation"
"Quality Assurance Specialist - Albany, NY - 644589","3+ years of Data Warehouse / BI quality assurance
2+ year’s healthcare data experience
2+ experience with data quality/profiling tools in support of data quality program initiatives (i.e. Informatica Data Quality, Trillium, Global ID)
1+ years of experience with Master Data Management concepts
2+ years of experience with SQL, including writing SQL queries"
"Front Office / Demand Management Project Manager - Multiple Locations - 646166","Undergraduate degree or equivalent experience
2+ years of experience in Demand and Capacity Management
Proficient MS Office Products, Word, Excel, PowerPoint and SharePoint
3+ years of Knowledge working with SDLC development lifecycle and processes
3+ years of IT Experience in Project Management Analysis
Strong analytical and organizational competencies; accuracy and attention detail
Strong interpersonal skills; excellent verbal and written communication skills
Experience with financial analysis/working knowledge of concepts
Ability to coordinate, drive and direct interaction across multiple teams"
"Organizational Change Management Lead - Multiple Locations - 647007","Bachelor's degree or equivalent work experience
4+ years of Organizational Change Management experience, preferably in an IT environment
Demonstrated ability to clearly articulate messages to a variety of audiences, vertical and horizontal
Demonstrated, solid understanding of how people go through a change and the change process
Excellent English communication skills in written and spoken form, to include excellent active listening skills
Excellent problem solving and root cause identification skills
Able to work effectively at all levels in an organization
Must be a team player and able to work collaboratively with and through others
Acute business acumen and understanding of organizational issues and challenges"
"J2EE Production Support - Basking Ridge, NJ - 644180",""
"Agile Scrum Master, Network - Multiple Locations - 648882","7+ years of professional experience in Information Technology
3+ years of professional experience as a Scrum Master
1+ years of professional experience in Data Network Deployment
Professional experience supporting teams transitioning to Agile methods
Ability to deal with ambiguity including experience successfully working with the unknown"
"Scrum Master - Indianapolis, IN, Lawrenceville, IL, Green Bay WI - 646016","Undergraduate degree or equivalent experience
5+ years of full Software Development Life Cycle experience
2+ years of experience working as a mainframe developer
1+ years of experience working in the Agile/scrum development methodology
1+ years of experience with project management, specification or requirements writing, and participation in joint applications design (JAD) sessions"
"Software Engineer Consultant - Eden Prairie, MN - 650517","Comfortable working in multiple operating systems, including Microsoft Windows, Unix, and Linux
Strong knowledge in Unix commands, experience with software installation in Unix environment and ability to write scripts to automate maintenance tasks
Experience with source management and continuous integration utilities, such as Ant Hill Pro, Maven, SubVersion, or GIT
Expert Understanding of working in Java-related environments
Familiarity with encryption, SSL certificate installation, renewal
Expert experience configuring and using collaboration utilities, such as SharePoint"
"Senior Java Software Engineer - Eden Prairie, MN - 650320","6+ years of professional experience in all phases of the System Development Life Cycle
5+ years of professional experience in Web Application development using Java, JSP, Servlets, JEE, Spring, JSF
3+ years of professional experience with Hibernate technologies
3+ years of professional experience in Javascript, JQuery and Ajax
2+ years of professional experience in single page application (SPA) using Angular JS
2+ years of professional experience with relational databases
Previous experience as a mentor for junior developers, providing assistance where needed
Expertise in Application Architecture, Object Oriented Design Patterns and Database Design"
"Chief Information Officer, Optum360 - 646054","Technology Executive with a minimum of 15 years of demonstrated progressive career accomplishments
Specific experiences delivering large-scale (and scalable) technology infrastructure solutions to support rapid business growth
Demonstrated success creating strategic plans for IT transformations
Understands healthcare revenue cycle and the importance of consumerism and can apply this knowledge in decision making
Practical leader capable of creating and implementing plans to achieve strategic objectives
Experience planning, leading, managing and implementing large-scale, strategic technology initiatives that positively impact customers
Adept at communicating a technology vision within a large corporate environment ensuring business and technology leaders understand opportunities, risks, and strategic positioning
Experience working in a large corporate, matrix-managed environment
Capable of gaining support for initiatives through influence and use of business rationale
Ability to understand complex technical issues and put in simple terms for key customers
Entrepreneurial mindset and nimble capabilities
Previous UnitedHealth Group technology infrastructure experience desired
Knowledge of the Provider space of value"
".NET Software Engineer - Lincoln, RI - 643641","Waterfall and Agile
Healthcare experience
VB.Net, ASP.Net and MVC
Web Services
Visual Studio
JavaScript
JQuery
Bootstrap
HTML 5
CSS 3
Object Oriented Design
IIS 7+
VSS/TFS"
"Senior Solutions Analyst - Multiple Locations - 649579","5+ years of applicable work experience required
5+ years of working hands-on experience with all aspects of Software Development Life Cycle
1+ years of Agile experience
1+ years Web Service Design (REST Services)
10-25% travel, day and overnight"
"Senior Enterprise Security Architect- Golden Valley or Telecommute - 637620","6 or more years of experience providing technical leadership and operational support for complex enterprise security projects/programs for large enterprise organizations
6 or more years of experience in network/applications/database security architecture, engineering, and technical oversight for large enterprise systems with PII/PHI/PCI/FISMA related data flows
Experience conducting and applying threat modeling to large and complex and virtualized architectures
Knowledge of infrastructure, application, and data security architecture best practices
Fluency with IT governance standards including NIST, COBIT, ISO 27001, OCTAVE, ITIL
Experience complying with regulatory guidance at the State and Federal level to include but not limited to SOX, HIPAA, GLBA, PCI-DSS, CMS/HHS and/or CFR Part 11
Experience executing security architecture processes within agile methodologies.
Specific experience leading programs from requirements through implementation.
Experience working with large tier security vendors leading RFI/RFP’s"
